Sentence_ID,Source,Sentences,Labels,Entities,SentFIN_ID,Word Count
9021,SentFIN,MCX-SX ongoing rights issue may face turbulence,1,MCX-SX,5578.0,7.0
9022,SentFIN,Mid-cap stocks set to play catch-up soon,1,Mid-cap stocks,5579.0,7.0
9023,SentFIN,Midcaps: Bubble or multibaggers in the making?,1,Midcaps,5580.0,7.0
9024,SentFIN,MindTree Q2 net at Rs 23.24 cr,1,MindTree,5581.0,7.0
9025,SentFIN,Mirza International has been sideways: Deepak Mohoni,1,Mirza International,5582.0,7.0
9026,SentFIN,Monetary easing divides analysts on gold prices,1,gold,5583.0,7.0
9027,SentFIN,Morgan Stanley sees return of retail investors,1,Morgan Stanley,5584.0,7.0
9028,SentFIN,Mouli Raman quits as CEO of OnMobile,1,OnMobile,5585.0,7.0
9029,SentFIN,Multi-year stock market rally on cards: Analysts,2,stock market,5586.0,7.0
9030,SentFIN,Nafed likely to market north-east horticultural products,1,Nafed,5587.0,7.0
9031,SentFIN,NCDEX introduces forwards contracts segment Agrim Sauda,1,NCDEX,5588.0,7.0
9032,SentFIN,NCDEX introduces hedge policy for commodity markets,1,NCDEX,5589.0,7.0
9033,SentFIN,Nifty seen in a tight 6000-6300 range,1,Nifty,5591.0,7.0
9034,SentFIN,Nifty's strong support seen at 5750 levels,1,Nifty,5592.0,7.0
9035,SentFIN,Nihilent Technologies considering IPO in 12-18 months,1,Nihilent Technologies,5593.0,7.0
9036,SentFIN,Nirma bid to unlock value via delisting,1,Nirma,5594.0,7.0
9037,SentFIN,Nothing more than CRR hike likely: Edelweiss,1,Edelweiss,5596.0,7.0
9038,SentFIN,NSE group firm launches Quality 30 index,1,NSE,5597.0,7.0
9039,SentFIN,NSEL borrowers channelled funds to Dubai: Police,1,NSEL,5598.0,7.0
9040,SentFIN,NSEL-FTIL merge case adjourned to December 22,1,NSEL-FTIL,5600.0,7.0
9041,SentFIN,Oberoi Realty IPO price-band quite stretched: Swastika,1,Oberoi Realty,5601.0,7.0
9042,SentFIN,OFS Technologies IPO opens on Dec 28,1,OFS Technologies,5602.0,7.0
9043,SentFIN,Oil prices mixed after Saudi king death,1,Oil,5603.0,7.0
9044,SentFIN,Omnitech Infosolutions bets big on RTGS implemetations,1,Omnitech Infosolutions,5605.0,7.0
9045,SentFIN,Pharma stocks need to consolidate: Ashwani Gujral,1,Pharma stocks,5606.0,7.0
9046,SentFIN,Philippe Divry appointed as Volvo India MD,1,Volvo India,5607.0,7.0
9047,SentFIN,Polycab Wires appoints Ramakrishnan as group CEO,1,Polycab Wires,5608.0,7.0
9048,SentFIN,Power Finance Corporation to buyback infrastructure bonds,1,Power Finance Corporation,5610.0,7.0
9049,SentFIN,Prestige Estates Projects IPO: What experts say,1,Prestige Estates Projects,5611.0,7.0
9050,SentFIN,Pulses market remains steady in tight movements,1,Pulses,5612.0,7.0
9051,SentFIN,Pulses prices ends flat in thin trade,1,Pulses,5614.0,7.0
9052,SentFIN,Put OI around 6000 shows support zone,1,OI,5615.0,7.0
9053,SentFIN,Quality midcaps going cheap lure fund managers,1,midcaps,5616.0,7.0
9054,SentFIN,R Chandrashekhar takes over as Nasscom President,1,Nasscom,5617.0,7.0
9055,SentFIN,Rajnikant Patel leaves Indian Commodity Exchange posts,1,Indian Commodity Exchange,5618.0,7.0
9056,SentFIN,RBI agility helps tame money market volatility,1,RBI,5619.0,7.0
9057,SentFIN,Reliance Industries: Expect a flat earnings growth,1,Reliance Industries,5620.0,7.0
9058,SentFIN,"Remain invested in equities: Subramanium, Quantum Advisors",1,Quantum Advisors,5621.0,7.0
9059,SentFIN,Replanting to help tea cos raise yield,1,tea cos,5622.0,7.0
9060,SentFIN,RNRL is a clear sell: Seshadri Bharathan,0,RNRL,5623.0,7.0
9061,SentFIN,Rocket Internet joins rush of e-commerce listings,1,Rocket Internet,5624.0,7.0
9062,SentFIN,Sadbhav Infrastructure IPO subscribed by 2.24 times,1,Sadbhav Infrastructure,5627.0,7.0
9063,SentFIN,SBI to launch FTSE SBI bond indices,1,SBI,5628.0,7.0
9064,SentFIN,Sebi brings more stocks under price-band net,1,Sebi,5630.0,7.0
9065,SentFIN,Sebi issues warning against fraudulent regulatory calls,1,Sebi,5631.0,7.0
9066,SentFIN,Sebi notifies one-time registration system for brokers,1,Sebi,5632.0,7.0
9067,SentFIN,Sebi orders attachments in Indo-Pacific Software case,1,Sebi,5633.0,7.0
9068,SentFIN,Sebi to revamp initial public offer process,1,Sebi,5636.0,7.0
9069,SentFIN,Sebi to review surveillance systems; fast-track enforcements,1,Sebi,5637.0,7.0
9070,SentFIN,Sebi to tweak employee stock option norms,1,Sebi,5638.0,7.0
9071,SentFIN,Senior MCX officials'e-mails may offer key information,1,MCX,5640.0,7.0
9072,SentFIN,Sensex rangebound; top 10 stocks in focus,1,Sensex,5641.0,7.0
9073,SentFIN,Share markets await Narendra Modi maiden budget,1,Share markets,5643.0,7.0
9074,SentFIN,Share markets await Narendra Modi's maiden budget,1,Share markets,5644.0,7.0
9075,SentFIN,"Sharp correction on Nifty unlikely, say analysts",1,Nifty,5645.0,7.0
9076,SentFIN,Should investors subscribe to Shemaroo Entertainment IPO?,1,Shemaroo Entertainment,5646.0,7.0
9077,SentFIN,Steel prices remain flat in lacklustre trade,1,Steel,5648.0,7.0
9078,SentFIN,Steel prices remain flat in thin trade,1,Steel,5649.0,7.0
9079,SentFIN,Steel prices remain quiet in thin trade,1,Steel,5650.0,7.0
9080,SentFIN,Steel prices remain quiet in tight movements,1,Steel,5651.0,7.0
9081,SentFIN,Steel prices remain steady in thin trade,1,Steel,5652.0,7.0
9082,SentFIN,Syngene listing sparks Kiran Mazumdar-Shaws R&D dreams,1,Syngene,5653.0,7.0
9083,SentFIN,Ten key takeaways from Infosys first-quarter results,1,Infosys,5655.0,7.0
9084,SentFIN,Three in fray for MCX-SX top post,1,MCX-SX,5656.0,7.0
9085,SentFIN,Trent Ltd reappoints Philip Auld as CEO,1,Trent Ltd,5657.0,7.0
9086,SentFIN,Tube Investments declares 75 pc interim dividend,1,Tube Investments,5658.0,7.0
9087,SentFIN,TVM Capital appoints Sudhir Bahl as Director-India,1,TVM Capital,5659.0,7.0
9088,SentFIN,Ultratech Q2 net at Rs 116 cr,1,Ultratech,5661.0,7.0
9089,SentFIN,Unique identification number for hallmarked jewellery: BIS,1,BIS,5662.0,7.0
9090,SentFIN,V Balakrishnan joins Avekshaa Technologies' advisory board,1,Avekshaa Technologies,5663.0,7.0
9091,SentFIN,What Dipen Shah says on Infosys results,1,Infosys,5666.0,7.0
9092,SentFIN,What's stopping rupee from appreciating beyond 60?,1,rupee,5667.0,7.0
9093,SentFIN,Which direction is crude oil heading to?,1,crude oil,5668.0,7.0
9094,SentFIN,WNS Q4 Net profit at $13.4 million,1,WNS,5669.0,7.0
9095,SentFIN,Xander Finance appoints Rajeev Radhakrishnan as CFO,1,Xander Finance,5670.0,7.0
9096,SentFIN,10 takeaways from the second-quarter results of Infosys,1,Infosys,5672.0,8.0
9097,SentFIN,4597 key level on the Nifty: Ashwani Gujral,1,Nifty,5673.0,8.0
9098,SentFIN,5 things to know about Apple stock split,1,Apple,5674.0,8.0
9099,SentFIN,5546 key level for Nifty today: Ashwani Gujral,1,Nifty,5675.0,8.0
9100,SentFIN,6 smart things to know about gold loans,1,gold,5676.0,8.0
9101,SentFIN,Aircel Appoints Kaizad Heerjee as Chief Operating Officer,1,Aircel,5680.0,8.0
9102,SentFIN,Americans are biggest foreign owners of Greek stocks,1,Greek stocks,5681.0,8.0
9103,SentFIN,"Analyst View: Market wrap for Friday, December 16",1,Market,5682.0,8.0
9104,SentFIN,"Analyst View: Market wrap for Friday, December 9",1,Market,5683.0,8.0
9105,SentFIN,"Analyst View: Market wrap for Thursday, December 15",1,Market,5684.0,8.0
9106,SentFIN,"Analyst View: Market wrap for Wednesday, December 14",1,Market,5685.0,8.0
9107,SentFIN,Aniruddh Kumar assumes charge as BEML Board member,1,BEML,5686.0,8.0
9108,SentFIN,Anoop Kumar Gupta appointed Director (Electrical) of DMRC,1,DMRC,5687.0,8.0
9109,SentFIN,Are firms with high Europe exposure in trouble?,1,Europe,5691.0,8.0
9110,SentFIN,Are markets overplaying Iraq factor? Most likely: Experts,1,Iraq,5692.0,8.0
9111,SentFIN,Asia Index launches S&P BSE India Infrastructure Index,1,Asia Index,5693.0,8.0
9112,SentFIN,Asian Paints Q2 Net at Rs 347.30 crore,1,Asian Paints,5694.0,8.0
9113,SentFIN,"Asian stocks mixed on US earnings, goods orders",1,Asian stocks,5696.0,8.0
9114,SentFIN,Aurionpro appoints three independent members to its board,1,Aurionpro,5699.0,8.0
9115,SentFIN,Avon India appoints R M Sirbu Managing Director,1,Avon India,5700.0,8.0
9116,SentFIN,Bajaj Finserv reports flat consolidated PAT for Q4-FY15,1,Bajaj Finserv,5701.0,8.0
9117,SentFIN,Balaji Telefilms appoints Sameer Nair as Group CEO,1,Balaji Telefilms,5702.0,8.0
9118,SentFIN,Barjeel Geojit Securities launches brokerage services for QFIs,1,Barjeel Geojit Securities,5703.0,8.0
9119,SentFIN,Be cautious before going long on Tech Mahindra,1,Tech Mahindra,5704.0,8.0
9120,SentFIN,Billionaire stake shakes Woolworths buyout of David Jones,1,Woolworths,5705.0,8.0
9121,SentFIN,Bond yields steady ahead of RBI policy review,1,RBI,5706.0,8.0
9122,SentFIN,Bonds flat; auction cut-offs in line with expectations,1,Bonds,5707.0,8.0
9123,SentFIN,"BSE currency derivatives turnover tops Rs 4,000 crore",1,BSE currency derivatives,5710.0,8.0
9124,SentFIN,"BSE currency derivatives volume at Rs 2,000-cr mark",1,BSE currency derivatives,5711.0,8.0
9125,SentFIN,BSE to launch IRF trading from January 20,1,BSE,5714.0,8.0
9126,SentFIN,"Bye-bye FY15; Sensex ends fiscal year at 27,957.49",1,Sensex,5715.0,8.0
9127,SentFIN,Cairn India interim CEO P Elango  quits,1,Cairn India,5716.0,8.0
9128,SentFIN,CEAT launches Rs 400 crore Qualified Institutions Placement,1,CEAT,5719.0,8.0
9129,SentFIN,Cement companies try to crack capacity utilisation code,1,Cement companies,5720.0,8.0
9130,SentFIN,Cement got its quota of allocation: Sudip Bandyopadhyay,1,Cement,5721.0,8.0
9131,SentFIN,"Chasing 'moving targets', Sebi to upgrade surveillance systems",1,Sebi,5722.0,8.0
9132,SentFIN,China stocks end mixed after one-child policy reform,1,China stocks,5723.0,8.0
9133,SentFIN,China yuan trades flat after US currency report,1,China yuan,5726.0,8.0
9134,SentFIN,CIL IPO priced ar Rs 245 per share,1,CIL,5727.0,8.0
9135,SentFIN,CIL stake sale subscribed 30% till afternoon trade,1,CIL,5728.0,8.0
9136,SentFIN,Cisco names Dinesh Malkani new India sales head,1,Cisco,5729.0,8.0
9137,SentFIN,Component suppliers to India Mars mission in focus,1,India Mars mission,5731.0,8.0
9138,SentFIN,Cooking oil price may rise on low production,1,Cooking oil,5732.0,8.0
9139,SentFIN,D K Sarraf takes over as ONGC Chairman,1,ONGC,5735.0,8.0
9140,SentFIN,Daimler India Commercial Vehicles announces top management rejig,1,Daimler India Commercial Vehicles,5736.0,8.0
9141,SentFIN,Decoding the cryogenic engine used in ISRO's launch,1,ISRO,5737.0,8.0
9142,SentFIN,Dhanteras demand for gold unchanged from last year,1,gold,5738.0,8.0
9143,SentFIN,"Dish TV appoints Sandeep Bajpai as VP, Marketing",1,Dish TV,5739.0,8.0
9144,SentFIN,"DQE India plans IPO, chalks out expansion plans",1,DQE India,5740.0,8.0
9145,SentFIN,Dubai exchange plans to launch EM currency products,1,Dubai exchange,5742.0,8.0
9146,SentFIN,Economist Johan Zyl appointed to Shriram Capital board,1,Shriram Capital,5743.0,8.0
9147,SentFIN,Educomp may see levels of 255-260: Mitesh Thacker,1,Educomp,5744.0,8.0
9148,SentFIN,Emami names Ajith Babu Narasimha new healthcare CEO,1,Emami,5745.0,8.0
9149,SentFIN,Emerging stocks set for second week in red,0,Emerging stocks,5746.0,8.0
9150,SentFIN,Ennore Port launches Rs 500-crore tax-free bond sale,1,Ennore Port,5747.0,8.0
9151,SentFIN,Enter into Hindalco at 190-195 levels: Ashwani Gujral,1,Hindalco,5748.0,8.0
9152,SentFIN,Euro off to calm start in event-laden week,1,Euro,5750.0,8.0
9153,SentFIN,Euro steadies after slumping on dovish Draghi comments,1,Euro,5751.0,8.0
9154,SentFIN,European shares pause for breath ahead of data,1,European shares,5753.0,8.0
9155,SentFIN,"Experts see Sensex at 24,000 well before elections",1,Sensex,5754.0,8.0
9156,SentFIN,Fiat Chrysler crowns merger with Wall Street debut,1,Fiat Chrysler,5761.0,8.0
9157,SentFIN,Five reasons why rupee may not appreciate much,1,rupee,5763.0,8.0
9158,SentFIN,"FMC notifies new ownership, shareholding norms for commexes",1,FMC,5765.0,8.0
9159,SentFIN,"Freshdesk plans for IPO, readies for mobile era",1,Freshdesk,5767.0,8.0
9160,SentFIN,Fullerton appoints Rakesh Makkar as Executive Vice President,1,Fullerton,5768.0,8.0
9161,SentFIN,Fully committed to reforms in OTC derivatives: RBI,1,RBI,5769.0,8.0
9162,SentFIN,GCPL posts Q4 net at Rs 141.6 cr,1,GCPL,5770.0,8.0
9163,SentFIN,GOL recommends dividend of Rs 2.50 per share,1,GOL,5771.0,8.0
9164,SentFIN,Gold purchases to resume with mid-Aug festival demand,1,Gold,5772.0,8.0
9165,SentFIN,Gold remains steady in line with international sentiment,1,Gold,5773.0,8.0
9166,SentFIN,Gold steady on safe-haven demand from Ukraine tensions,1,Gold,5774.0,8.0
9167,SentFIN,Gujarat's canal-top solar power plant: 10 must-know facts,1,Gujarat,5775.0,8.0
9168,SentFIN,GVK Hancock names Darren Yeates  as CEO,1,GVK Hancock,5776.0,8.0
9169,SentFIN,HAL's Made-in-India combat chopper to test its firepower,1,HAL,5777.0,8.0
9170,SentFIN,HCL Infosystems appoints two independent directors on Board,1,HCL Infosystems,5778.0,8.0
9171,SentFIN,Hexaware support seen at Rs 110-115: Mitesh Thacker,1,Hexaware,5780.0,8.0
9172,SentFIN,Hindustan Copper pays Rs 83.22-crore dividend to government,1,Hindustan Copper,5781.0,8.0
9173,SentFIN,Hong Kong stocks close flat; profit- taking offsetted,1,Hong Kong stocks,5782.0,8.0
9174,SentFIN,How much should you be investing in gold?,1,gold,5783.0,8.0
9175,SentFIN,How to protect your stocks against El Nino,1,stocks,5784.0,8.0
9176,SentFIN,HT Media Q1 net at Rs 32.67 crore,1,HT Media,5785.0,8.0
9177,SentFIN,ICICI Bank Q1 PAT at Rs 2274 crore,1,ICICI Bank,5786.0,8.0
9178,SentFIN,IDFC will not give immediate gains: Nitin Raheja,1,IDFC,5787.0,8.0
9179,SentFIN,"IFC raises Rs 1,000 crore via Masala Bonds",1,IFC,5788.0,8.0
9180,SentFIN,India Infoline Finance appoints Rajashree Nambiar as CEO,1,India Infoline Finance,5789.0,8.0
9181,SentFIN,Info Edge co-promoter and CFO Ambarish Raghuvanshi resigns,1,Info Edge,5790.0,8.0
9182,SentFIN,IPO for startups: Will SEBI get this right?,1,SEBI,5792.0,8.0
9183,SentFIN,IPOs seen making way for mega PSU offers,1,PSU,5793.0,8.0
9184,SentFIN,Japan says electronics OK during take-off and landing,1,Japan,5799.0,8.0
9185,SentFIN,JGBs mixed after solid demand at 5-year auction,1,JGBs,5800.0,8.0
9186,SentFIN,K. Ilango elected as CII Coimbatore zone Chairman,1,CII Coimbatore,5806.0,8.0
9187,SentFIN,Keralas 1-gram gold jewellery is to go places,1,Keralas,5807.0,8.0
9188,SentFIN,KV Sridhar Joins SapientNitro as chief creative officer,1,SapientNitro,5809.0,8.0
9189,SentFIN,London Stock Exchange welcomes Arun Jaitley reforms agenda,1,London Stock Exchange,5811.0,8.0
9190,SentFIN,Lowe names Narayan Ram as India Managing Director,1,Lowe,5812.0,8.0
9191,SentFIN,Manoranjan Dash appointed Additional Director of Dhanlaxmi Bank,1,Dhanlaxmi Bank,5813.0,8.0
9192,SentFIN,Markets can correct between 8300-8400 range: Ashwani Gujral,1,Markets,5816.0,8.0
9193,SentFIN,"Markets may remain range-bound; Greece, monsoon on watch",1,Markets,5817.0,8.0
9194,SentFIN,Markets might test 7130 mark again: Mitesh Thacker,1,Markets,5818.0,8.0
9195,SentFIN,"McDonalds may look at QIP, FPO for funds",1,McDonalds,5820.0,8.0
9196,SentFIN,"MCX-SX expects to begin trading with 1,000-1,200 stocks",1,MCX-SX,5821.0,8.0
9197,SentFIN,Meher Pudumjee is the new Chairperson for CII-Pune,1,CII-Pune,5822.0,8.0
9198,SentFIN,MEP Infrastructure Rs 324 crore IPO opens tomorrow,1,MEP Infrastructure,5823.0,8.0
9199,SentFIN,"Micromax goes public, plans to raise 426 crore",1,Micromax,5824.0,8.0
9200,SentFIN,Micromax hopes to hit market soon with IPO,1,Micromax,5825.0,8.0
9201,SentFIN,"MSCI launches low-carbon emission, fossil fuel reserve indices",1,MSCI,5826.0,8.0
9202,SentFIN,MSCI shifting most of its operations to India,1,MSCI,5827.0,8.0
9203,SentFIN,NBCC IPO subscribed 58 pc on Day 3,1,NBCC,5828.0,8.0
9204,SentFIN,"Nifty likely to retest 8,340 level: Mitesh Thacker",1,Nifty,5829.0,8.0
9205,SentFIN,"Nifty likely to test 7,500-7,600 levels: Mehraboon Irani",1,Nifty,5830.0,8.0
9206,SentFIN,"Nifty may test 8,650-8,680 on Friday: Sandeep Wagle",1,Nifty,5831.0,8.0
9207,SentFIN,Nifty seen heading towards 8250-8300 levels: Mitesh Thacker,1,Nifty,5832.0,8.0
9208,SentFIN,No age bar for appointing Commex managing director,1,Commex,5836.0,8.0
9209,SentFIN,"No curbs, but MNC royalty payouts under scanner",1,MNC,5837.0,8.0
9210,SentFIN,No new money coming into IT: Gautam Trivedi,1,IT,5838.0,8.0
9211,SentFIN,Non-subsidy current spends should be minimised: JP Morgan,1,JP Morgan,5839.0,8.0
9212,SentFIN,NSE to conduct 75-minute 'Muhurat Trading' on Diwali,1,NSE,5843.0,8.0
9213,SentFIN,"NSEL scam: Investors want action against brokers, defaulters",1,NSEL,5845.0,8.0
9214,SentFIN,NSIC may soon become Mini-ratna I company: CMD,1,NSIC,5846.0,8.0
9215,SentFIN,"NTPC pays Rs 4,742 crore dividend for 2013-14",1,NTPC,5847.0,8.0
9216,SentFIN,Oil prices mixed ahead of US stockpiles report,1,Oil,5849.0,8.0
9217,SentFIN,Oil steadies around $107 after Iran talks extended,1,Oil,5850.0,8.0
9218,SentFIN,OnMobile appoints CEO Rajiv Pancholy as Managing Director,1,OnMobile,5851.0,8.0
9219,SentFIN,Option writers bet on Bank Nifty staying flat,1,Bank Nifty,5852.0,8.0
9220,SentFIN,Ortel Communications to tap capital markets in November,1,Ortel Communications,5853.0,8.0
9221,SentFIN,Over 50 companies moved to BSE dissemination board,1,BSE,5854.0,8.0
9222,SentFIN,PBOC steps up intervention in yuan trading: Sources,1,PBOC,5856.0,8.0
9223,SentFIN,PowerGrid board okays FPO; issue likely by Sept,1,PowerGrid,5859.0,8.0
9224,SentFIN,PowerGrid to hit capital market in 6-8 months,1,PowerGrid,5860.0,8.0
9225,SentFIN,Pradeep Hejmadi appointed Business Head of Zee TV,1,Zee TV,5861.0,8.0
9226,SentFIN,Pre-market: Nifty seen opening flat; GDP data eyed,1,Nifty,5862.0,8.0
9227,SentFIN,"Pre-market: Nifty seen opening flat; may reclaim 8,000",1,Nifty,5863.0,8.0
9228,SentFIN,Pre-market: Nifty seen opening flat; may retest 8350,1,Nifty,5864.0,8.0
9229,SentFIN,Pre-RBI Policy: Here how bonds and rupee react,1,RBI,5865.0,8.0
9230,SentFIN,"Process for selecting CIL CMD begins,PESB invites applications",1,PESB,5866.0,8.0
9231,SentFIN,Proposed changes will further strengthen SEBI: Arun Jaitley,1,SEBI,5867.0,8.0
9232,SentFIN,Quarterly numbers not to impact Ranbaxy: Harendra Kumar,1,Ranbaxy,5869.0,8.0
9233,SentFIN,Quick Heal plans initial public offer in December-January,1,Quick Heal,5870.0,8.0
9234,SentFIN,Race hots up for U K Sinha's successor,1,Race,5871.0,8.0
9235,SentFIN,Rajesh Exports net profit at Rs 76.12 cr,1,Rajesh Exports,5872.0,8.0
9236,SentFIN,Rakesh Kumar Upadhyay is new CMD of BSNL,1,BSNL,5873.0,8.0
9237,SentFIN,Ramco Systems net profit at Rs 4.77 crore,1,Ramco Systems,5874.0,8.0
9238,SentFIN,Ramprasad Reddy to head Aurobindo Pharma's US-based arm,1,Aurobindo Pharma,5875.0,8.0
9239,SentFIN,Ravi Venkatesan steps down as Microsoft India chairman,1,Microsoft India,5876.0,8.0
9240,SentFIN,RBI issues new reporting norms for over-the-counter trades,1,RBI,5877.0,8.0
9241,SentFIN,Recommend wait and watch for Wockhardt: Sudip Bandyopadhyay,1,Wockhardt,5878.0,8.0
9242,SentFIN,Reliance Capital Q4 profit at Rs 267 crore,1,Reliance Capital,5879.0,8.0
9243,SentFIN,Reliance Industries Ltd shares end flat after earnings,1,Reliance Industries Ltd,5880.0,8.0
9244,SentFIN,Reliance Infrastructure appoints M S Mehta as CEO,1,Reliance Infrastructure,5881.0,8.0
9245,SentFIN,Reliance Infrastructure Q3 Net at Rs 452 crore,1,Reliance Infrastructure,5882.0,8.0
9246,SentFIN,Sanjay Kapoor joins PVR Cinemas board as director,1,PVR Cinemas,5887.0,8.0
9247,SentFIN,Sebi board clears one-time registration system for brokers,1,Sebi,5891.0,8.0
9248,SentFIN,SEBI changes rule of dividend transfer under SLB,1,SEBI,5892.0,8.0
9249,SentFIN,"Sebi finalising new corporate governance code, insider norms",1,Sebi,5894.0,8.0
9250,SentFIN,Sebi issues new norms regarding delivery instruction slips,1,Sebi,5895.0,8.0
9251,SentFIN,SEBI lets IDR holders convert 25% into equity,1,SEBI,5896.0,8.0
9252,SentFIN,Sebi moots consolidated 'annual information' filing by firms,1,Sebi,5897.0,8.0
9253,SentFIN,Sebi mulls mandatory 'Dividend Policy' for listed companies,1,Sebi,5898.0,8.0
9254,SentFIN,Sebi mulls new group for manipulation-prone penny stocks,1,Sebi,5899.0,8.0
9255,SentFIN,Sebi proposes new listing & disclosure requirement norms,1,Sebi,5900.0,8.0
9256,SentFIN,Sebi tightens norms for issue of participatory notes,1,Sebi,5902.0,8.0
9257,SentFIN,Sebi to consider new corporate governance code tomorrow,1,Sebi,5903.0,8.0
9258,SentFIN,Sebi to hire two executive directors in 2014,1,Sebi,5904.0,8.0
9259,SentFIN,Sebi to issue details of corporate governance norms,1,Sebi,5905.0,8.0
9260,SentFIN,Sebi to make share trading cheaper and simpler,1,Sebi,5906.0,8.0
9261,SentFIN,"SEBI to replace listing regulations, tighten trading rules",1,SEBI,5907.0,8.0
9262,SentFIN,Sebi to seek extra funds for investor programmes,1,Sebi,5908.0,8.0
9263,SentFIN,Sebi wants companies to adopt 'Dividend Distribution Policy',1,Sebi,5909.0,8.0
9264,SentFIN,Sensex in a range; top stocks in focus,1,Sensex,5910.0,8.0
9265,SentFIN,Sensex in uncharted territory; investors should tread cautiously,0,Sensex,5911.0,8.0
9266,SentFIN,SGX India office to woo fund raising corporations,1,SGX India,5913.0,8.0
9267,SentFIN,Shed off weight in banking stocks: IV Subramanium,0,banking stocks,5914.0,8.0
9268,SentFIN,Shekhar Mittal takes over as Goa Shipyard chief,1,Goa Shipyard,5915.0,8.0
9269,SentFIN,Shell Lubricants appoints Nitin Prasad as India head,1,Shell Lubricants,5916.0,8.0
9270,SentFIN,SKS Microfinance issues NCDs worth Rs 200 crore,1,SKS Microfinance,5918.0,8.0
9271,SentFIN,Spice i2i appoints Dilip Modi as Executive VC,1,Spice i2i,5919.0,8.0
9272,SentFIN,Srei Infrastructure Finance  exploring' Diageo open offer,1,Srei Infrastructure Finance,5920.0,8.0
9273,SentFIN,Startup exchange Aquis to add eight new markets,1,Aquis,5922.0,8.0
9274,SentFIN,Support seen at 6000 levels on Nifty bounceback,1,Nifty,5925.0,8.0
9275,SentFIN,Syntel appoints Nitin Rakesh as CEO and President,1,Syntel,5926.0,8.0
9276,SentFIN,Taiwan to tap $15.3 billion stocks stabilisation fund,1,Taiwan,5927.0,8.0
9277,SentFIN,Target of 165 on Orchid Chemicals: Ashuu Kakkarr,1,Orchid Chemicals,5928.0,8.0
9278,SentFIN,Tata Power appoints Ramesh N Subramanyam as CFO,1,Tata Power,5929.0,8.0
9279,SentFIN,Ten key takeaways from HCL third quarter results,1,HCL,5930.0,8.0
9280,SentFIN,Tiles maker RAK India plans to go public,1,RAK India,5931.0,8.0
9281,SentFIN,"Top five factors that took Nifty past 8,700",1,Nifty,5932.0,8.0
9282,SentFIN,Traders make a killing by selling Nifty options,1,Nifty,5933.0,8.0
9283,SentFIN,TV18 Broadcast Q2 profit at Rs 43.22 crore,1,TV18 Broadcast,5934.0,8.0
9284,SentFIN,TV18 Broadcast Q4 profit at Rs 95.47 crore,1,TV18 Broadcast,5935.0,8.0
9285,SentFIN,Two brokers on police radar in NSEL case,1,NSEL,5936.0,8.0
9286,SentFIN,U K Sinha appointed 8th chairman of SEBI,1,SEBI,5937.0,8.0
9287,SentFIN,UCX appoints Samir Shah as Chief Executive Officer,1,UCX,5938.0,8.0
9288,SentFIN,Usha Ananthasubramanian is CMD of Bharatiya Mahila Bank,1,Bharatiya Mahila Bank,5939.0,8.0
9289,SentFIN,VA Tech Wabag Q4 net profit remains flat,1,VA Tech Wabag,5940.0,8.0
9290,SentFIN,Vedanta appoints Mukesh Bhavnani as Group Legal Counsel,1,Vedanta,5942.0,8.0
9291,SentFIN,VK Sharma Tipped to be RBI deputy Governor,1,RBI,5944.0,8.0
9292,SentFIN,Vodafone names Philips chief Kleisterlee as new Chairman,1,Vodafone,5945.0,8.0
9293,SentFIN,Wait and watch for Asian Paints: Sandeep Wagle,1,Asian Paints,5946.0,8.0
9294,SentFIN,"Wall Street ends flat in earnings, data lull",1,Wall Street,5947.0,8.0
9295,SentFIN,Watch out for the banking space: Angel Broking,1,Angel Broking,5948.0,8.0
9296,SentFIN,What brokers are expecting from Infosy Q2 results,1,Infosy,5949.0,8.0
9297,SentFIN,What should investors expect from HDFC Q4 results?,1,HDFC,5950.0,8.0
9298,SentFIN,What's in Store for IDFC MF's Star Picks?,1,IDFC MF,5951.0,8.0
9299,SentFIN,Why investors should not eagerly await HUL results,1,HUL,5952.0,8.0
9300,SentFIN,Worried about FII outflow? Inflows should resume soon,1,FII,5954.0,8.0
9301,SentFIN,11 new entities seek membership of NCDEX forward segment,1,NCDEX,5956.0,9.0
9302,SentFIN,Achhe Din' ahead as quarterly results reflect market optimism,2,market,5957.0,9.0
9303,SentFIN,Action by Sebi under ordinance to remain valid: Government,1,Sebi,5958.0,9.0
9304,SentFIN,Airtel to raise 250 million more from bond sale,1,Airtel,5960.0,9.0
9305,SentFIN,Alcatel-Lucent confirms plans for IPO of submarine network unit,1,Alcatel-Lucent,5961.0,9.0
9306,SentFIN,Alkem Laboratories eyes $210 million IPO in December: Sources,1,Alkem Laboratories,5962.0,9.0
9307,SentFIN,Alumni back IIM-A: 40 crore promised in a day,1,IIM-A,5963.0,9.0
9308,SentFIN,Amfi forms panel to decide stance on shareholder votes,1,Amfi,5964.0,9.0
9309,SentFIN,"Analyst View: Market wrap for Monday, Dec 5, 2011",1,Market,5965.0,9.0
9310,SentFIN,Anand Selva appointed as consumer banking head of Citibank,1,Citibank,5966.0,9.0
9311,SentFIN,Are you prepared for a bear market? Find out,0,market,5967.0,9.0
9312,SentFIN,Arun Katiyar joins One97 Mobility Fund as venture catalyst,1,One97 Mobility Fund,5968.0,9.0
9313,SentFIN,Arun Nanda joins equity major 3i as non-executive chairman,1,3i,5969.0,9.0
